;emote;emote_sound_duration;emote_sound_danceability;emote_sound_energy;emote_sound_loudness;emote_sound_bpm;emote_sound_acousticness;emote_sound_instrumentalness;emote_sound_liveness;emote_sound_speechiness;emote_sound_valence;emote_sound_title;emote_sound_artist;emote_sound_genre;emote_sound_album;emote_sound_release_year
36;276;38.03;18.97285270690918;13.304797834526097;5.1433752090826435;128.68472290039062;7.586333129957291;-16.78465699364626;20.068490982055664;17.78465699364626;0.8780061602592468;Llama Bell;Fortnite;Pop;Unknown;Unknown
37;11854;30.13;15.085533142089844;13.183152035256745;5.130991109787312;128.63629150390625;8.6058506543495;-12.806041737173755;16.401639938354492;13.806041737173755;0.8717423677444458;Dangerous, By Design;Mizukku;Dance;Unknown;Unknown
38;11075;30.13;14.9229097366333;7.225964066133353;3.4530651942285777;144.2198028564453;7.798306389530408;-14.35352318618459;15.684378623962402;15.35352318618459;0.9522461891174316;Made You Look;Meghan Trainor;Pop;Takin' It Back;2022.0
39;7032;32.03;16.08946418762207;14.010930494310578;5.6337153123204375;123.34935760498048;10.383779869659667;-18.019031272953377;16.146556854248047;19.019031272953377;0.6793860197067261;Bim Bam toi;Carla;French Pop;L'autre moi;2019.0
40;13689;30.12;15.180046081542969;11.55725159383077;4.970932909520522;123.20216369628906;12.458044649730562;-17.340697680692475;15.934693336486816;18.340697680692475;0.8026812672615051;Rain On Me;Lady Gaga & Ariana Grande;Pop;Chromatica;2020.0
41;9547;39.6;19.763896942138672;1.5208548271443965;1.1065491404441048;114.3727798461914;3.0650263620386644;-11.195866556352032;20.13400650024414;12.195866556352032;0.840911865234375;Forget Me Nots;Patrice Rushen;R&B/Soul;Straight from the Heart;1982.0
42;4738;37.02;18.57032012939453;9.37418954374816;3.9206946733494696;117.8584442138672;7.5;-11.069292451994162;19.45000267028809;12.069292451994162;0.9292408227920532;The Flow;Code Taco;Dance;Unknown;Unknown
43;13688;30.14;15.13527774810791;9.787093956183927;4.2901221344677305;118.50804138183594;11.555384615384616;-15.451154734545792;15.48640251159668;16.451154734545792;0.8918928503990173;Stupid Love;Lady Gaga;Pop;Chromatica;2020.0
44;7033;31.02;15.578445434570312;24.667806528623075;8.13630372862195;126.94365692138672;11.655946148092744;-18.183964005724143;15.861377716064451;19.183964005724143;0.5725118517875671;In Da Getto;J Balvin & Skrillex;Latin;JOSE;2021.0
45;10593;30.12;15.115914344787598;8.43356192783163;3.918240455037314;172.26559448242188;7.910700538876059;-13.890175800887024;15.006772994995115;14.890175800887024;0.726494550704956;STAY;The Kid LAROI & Justin Bieber;Pop;F*CK LOVE 3+: OVER YOU;2021.0
46;511;33.02;16.74617576599121;1.9244197286778912;1.5065892089607786;79.52894592285156;10.84058988764045;-3.288999827526114;16.717844009399414;4.288999827526114;0.8787283301353455;Hootenanny;Nite Gamic;Pop;Unknown;Unknown
47;263;39.02;19.62371826171875;8.448951451036017;3.941592918435354;100.08261108398438;7.173008323424495;-16.614677762239502;19.6514892578125;17.614677762239502;0.8698495030403137;Sweet Dreams;Zeshou;Funk;Unknown;Unknown
48;505;31.03;15.490267753601074;2.5944344836180355;1.6570369721942633;115.09100341796876;2.922272047832586;-17.755577022542933;15.609577178955078;18.755577022542933;0.9028691053390504;Floss;Code Taco;Dance;Unknown;Unknown
49;539;34.03;17.161273956298828;5.684588519668894;2.8838949669539953;131.014404296875;5.52828902522154;-14.578788463459668;17.352815628051758;15.578788463459668;0.4476593732833862;Rambunctious;Nite Gamic;Pop;Unknown;Unknown
50;17983;30.02;14.052668571472168;0.4295674398695471;0.4754092085306206;108.45272827148438;1.9389489953632149;-11.648129563657726;14.415812492370604;12.648129563657726;0.5876047015190125;Wolves Howling Outside the Camp;Nature Sounds TV;Ambient/Instrumental;Fire Sounds;2020.0
51;288;31.02;15.556461334228516;5.180323294077971;2.8485199210365426;125.1905288696289;8.130142109199701;-14.817907291029604;15.40471076965332;15.817907291029604;0.8949419260025024;Lightroom;Matonix & Synthic;Unknown;Unknown;Unknown
52;1708;31.03;15.662193298339844;14.35393272088952;5.586423045365851;136.92080688476562;5.87593423019432;-22.761503079482885;16.004610061645508;23.761503079482885;0.8644347786903381;Pony Up;Zeshou;Electronic;Unknown;Unknown
53;12169;30.14;15.07412338256836;14.261285172234505;5.731113347078745;155.418701171875;13.934615384615384;-17.723190603493116;14.977468490600586;18.723190603493116;0.6596954464912415;Dancin (Krono Remix) [feat. Luvli];Aaron Smith;Dance;Dancin (Krono Remix) [feat. Luvli] - Single;2014.0
54;267;36.03;18.17429542541504;7.034346431557776;3.1900115491722048;105.4099578857422;5.119124275595621;-11.207322292852623;18.353687286376953;12.207322292852623;0.5618869066238403;Flamenco;Nite Gamic;Alternative;Unknown;Unknown
55;515;31.03;15.521232604980469;22.65229779339353;7.1373097809200186;155.28907775878906;7.414050822122571;-21.95957136379882;15.640090942382812;22.95957136379882;0.81367427110672;It's Go Time!;Nite Gamic;Alternative;Unknown;Unknown
56;1254;33.02;16.78318977355957;5.188224613002542;2.834225416534087;88.12127685546875;9.377106741573034;-12.787972814735276;16.42344093322754;13.787972814735276;0.8405598998069763;Dance Off;KillerBoss932;Dance;Unknown;Unknown
57;12343;30.12;15.378006935119627;0.1778092765886683;0.1885721497290641;101.77678680419922;0.3979984603541185;-2.6509303562316107;15.915730476379396;3.65093035623161;0.5406085252761841;Kein Bock;Die Liedergärtner;Children's Music;Rappel Zappel im Liedergarten (Deluxe);2018.0
58;16045;30.02;15.07374095916748;7.464058196958057;3.7605560201420296;129.5479736328125;13.904945904173106;-16.648491759204422;15.113309860229492;17.648491759204422;0.883601725101471;Remedy;DATAxBÄSS;Electronic;Unknown;Unknown
59;1485;31.02;15.592199325561523;14.48597165096322;5.544551782551046;124.27687072753906;13.857890800299176;-16.10309882605983;16.170923233032227;17.10309882605983;0.8892106413841248;Sweet Victory;Zeshou;Funk;Unknown;Unknown
