id;name;url;wishlists;occurrences;votes_fire;votes_love;votes_neutral;votes_disgust;votes_poop
4692;SHHH.;https://fortnite.gg/cosmetics?id=4692;5,859;0;1.6K;276;430;146;613
4676;HANG LOOSE CELEBRATION;https://fortnite.gg/cosmetics?id=4676;9,171;0;5.6K;781;469;190;713
4554;BEAN BAG;https://fortnite.gg/cosmetics?id=4554;7,361;0;1.1K;246;154;55;101
4559;EVASIVE MANEUVERS;https://fortnite.gg/cosmetics?id=4559;9,286;0;1.8K;332;269;78;181
4553;AZARATH METRION ZINTHOS!;https://fortnite.gg/cosmetics?id=4553;7,459;0;1.1K;291;170;67;156
4562;TOWER GUARD;https://fortnite.gg/cosmetics?id=4562;4,298;0;759;145;349;217;2.9K
4558;DREAM STANCE;https://fortnite.gg/cosmetics?id=4558;5,594;0;851;209;218;75;213
4556;CARDISTRY;https://fortnite.gg/cosmetics?id=4556;6,205;0;427;148;149;33;107
4555;BOOTS 'N' CATS;https://fortnite.gg/cosmetics?id=4555;6,495;0;1.1K;223;152;73;157
4557;CLEAN SWEEP;https://fortnite.gg/cosmetics?id=4557;8,950;0;1.2K;229;233;91;192
4320;BIO-HELMET ONLINE;https://fortnite.gg/cosmetics?id=4320;3,806;0;1.1K;147;184;103;373
3888;MEMBERS ONLY;https://fortnite.gg/cosmetics?id=3888;5,070;0;1.2K;248;170;43;139
4069;WAKANDAN SALUTE;https://fortnite.gg/cosmetics?id=4069;7,183;0;1.7K;212;154;70;220
3831;HOVER-PRAM CONTROL;https://fortnite.gg/cosmetics?id=3831;5,459;0;1.5K;312;192;74;328
4062;VENGEFUL WISH;https://fortnite.gg/cosmetics?id=4062;4,141;0;706;117;121;59;119
3835;HUNTER PROTOCOL;https://fortnite.gg/cosmetics?id=3835;4,334;0;611;97;127;45;146
3696;BOOMIN';https://fortnite.gg/cosmetics?id=3696;6,172;0;813;175;140;47;107
4025;SYRUP SLINGER;https://fortnite.gg/cosmetics?id=4025;3,722;0;635;141;108;47;128
3887;MASHED POTATO;https://fortnite.gg/cosmetics?id=3887;5,818;0;1.3K;223;177;54;223
3663;A WARRIOR PREPARES;https://fortnite.gg/cosmetics?id=3663;4,764;0;326;88;142;67;159
4030;TAKE THE CAKE;https://fortnite.gg/cosmetics?id=4030;4,061;0;612;130;117;46;87
3800;GLOW ON;https://fortnite.gg/cosmetics?id=3800;1,892;0;707;160;227;91;268
4021;SUIT UP;https://fortnite.gg/cosmetics?id=4021;7,122;0;2.4K;328;192;71;233
3998;SNIKT!;https://fortnite.gg/cosmetics?id=3998;5,458;0;903;190;163;75;136
3980;SHAPESHIFTER;https://fortnite.gg/cosmetics?id=3980;8,549;0;3.2K;327;215;88;278
3807;GOD OF THUNDER;https://fortnite.gg/cosmetics?id=3807;5,793;0;751;155;124;53;145
3794;GAMMA OVERLOAD;https://fortnite.gg/cosmetics?id=3794;5,369;0;584;148;133;76;157
3793;GALE FORCE;https://fortnite.gg/cosmetics?id=3793;5,168;0;526;155;146;70;133
3677;BATTLE BROTHER;https://fortnite.gg/cosmetics?id=3677;5,882;0;928;200;136;54;136
4059;UNICYCLE;https://fortnite.gg/cosmetics?id=4059;3,496;0;8.3K;2K;3.3K;882;2.8K
3788;FREEWHEELIN';https://fortnite.gg/cosmetics?id=3788;4,131;0;2.7K;372;233;103;300
4063;VERVE;https://fortnite.gg/cosmetics?id=4063;5,973;0;2.8K;325;292;83;286
3843;INTRODUCING...;https://fortnite.gg/cosmetics?id=3843;5,723;0;4.8K;514;371;143;436
3803;GO CAT GO;https://fortnite.gg/cosmetics?id=3803;6,644;0;5.7K;829;373;140;530
3922;PLANETARY VIBE;https://fortnite.gg/cosmetics?id=3922;7,434;0;3.4K;480;209;116;425
4048;TIPPY TAP;https://fortnite.gg/cosmetics?id=4048;4,720;0;709;148;143;54;107
3861;KEYED UP;https://fortnite.gg/cosmetics?id=3861;4,695;0;870;192;135;48;114
3667;AIR SHREDDER;https://fortnite.gg/cosmetics?id=3667;4,852;0;559;126;122;53;107
4017;STORMY;https://fortnite.gg/cosmetics?id=4017;4,736;0;421;121;109;38;77
4002;SO SQUARE;https://fortnite.gg/cosmetics?id=4002;5,029;0;292;67;162;79;206
3779;FLIPPIN' AWAY;https://fortnite.gg/cosmetics?id=3779;5,731;0;362;108;142;57;111
3939;RAGE;https://fortnite.gg/cosmetics?id=3939;21,741;0;14K;1.1K;746;288;1.1K
4024;SWOLE CAT;https://fortnite.gg/cosmetics?id=4024;5,637;0;3.3K;507;235;86;293
4008;SPRINGY;https://fortnite.gg/cosmetics?id=4008;8,373;0;7.8K;1K;525;165;672
3901;OLLIE BOUNCE;https://fortnite.gg/cosmetics?id=3901;4,964;0;1.5K;327;180;80;195
3695;BOOM!;https://fortnite.gg/cosmetics?id=3695;3,723;0;512;118;126;65;114
3984;SIDE HUSTLE;https://fortnite.gg/cosmetics?id=3984;4,856;0;739;155;144;50;97
3911;PAWS & CLAWS;https://fortnite.gg/cosmetics?id=3911;8,026;0;3.3K;501;204;93;371
3908;PANDEMONIUM;https://fortnite.gg/cosmetics?id=3908;4,729;0;389;93;133;59;109
3964;SAD CLAPS;https://fortnite.gg/cosmetics?id=3964;4,135;0;9.1K;1.8K;3.4K;1.1K;3.8K
3730;COIN FLIP;https://fortnite.gg/cosmetics?id=3730;4,433;0;397;102;102;32;71
3717;CALL ME;https://fortnite.gg/cosmetics?id=3717;5,937;0;455;88;156;52;81
3681;BEEP BEEP;https://fortnite.gg/cosmetics?id=3681;4,362;0;249;73;147;51;87
3837;I DECLARE!;https://fortnite.gg/cosmetics?id=3837;3,846;0;357;77;106;40;80
4001;SNOWSHAKER;https://fortnite.gg/cosmetics?id=4001;3,823;0;348;90;99;32;82
3876;LIGHT UP;https://fortnite.gg/cosmetics?id=3876;1,867;0;509;97;107;31;130
3853;JEDI TRAINING;https://fortnite.gg/cosmetics?id=3853;3,926;0;900;130;175;41;189
3978;SHAOLIN SIP;https://fortnite.gg/cosmetics?id=3978;3,697;0;419;84;92;30;78
4060;UNIFICATION;https://fortnite.gg/cosmetics?id=4060;2,623;0;780;141;132;48;123
3689;BOING!;https://fortnite.gg/cosmetics?id=3689;4,777;0;527;141;142;35;84
3834;HULA HOOPIN';https://fortnite.gg/cosmetics?id=3834;4,062;0;384;105;124;41;107
3823;HIGH FIVE;https://fortnite.gg/cosmetics?id=3823;7,121;0;1.1K;217;145;32;124
3756;DROOP;https://fortnite.gg/cosmetics?id=3756;6,382;0;3.3K;442;271;130;363
4073;WAVY T;https://fortnite.gg/cosmetics?id=4073;4,289;0;841;172;140;42;101
3981;SHARPSHOOTER;https://fortnite.gg/cosmetics?id=3981;3,966;0;255;81;122;45;69
3951;RESPECT THE PEACE;https://fortnite.gg/cosmetics?id=3951;5,071;0;452;98;109;35;67
3875;LEVITATE;https://fortnite.gg/cosmetics?id=3875;3,546;0;972;144;173;69;293
3913;PEELY PULSE;https://fortnite.gg/cosmetics?id=3913;1,847;0;776;144;125;39;141
3702;BREAKNECK;https://fortnite.gg/cosmetics?id=3702;5,701;0;3K;471;258;94;257
4018;STRIDE;https://fortnite.gg/cosmetics?id=4018;4,639;0;1.4K;216;147;66;173
3851;JAYWALKING;https://fortnite.gg/cosmetics?id=3851;7,659;0;5K;585;406;143;434
3687;BLOWING BUBBLES;https://fortnite.gg/cosmetics?id=3687;3,621;0;299;78;124;39;95
4051;TRA LA LA;https://fortnite.gg/cosmetics?id=4051;4,766;0;685;142;131;44;89
3739;DABSTAND;https://fortnite.gg/cosmetics?id=3739;3,292;0;282;66;105;32;103
3747;DEEP END;https://fortnite.gg/cosmetics?id=3747;4,360;0;1.4K;179;124;53;187
3768;FEATHERWEIGHT;https://fortnite.gg/cosmetics?id=3768;4,037;0;623;139;101;31;105
3858;JUMP JETS;https://fortnite.gg/cosmetics?id=3858;3,201;0;329;62;103;51;124
3912;PEACE OUT;https://fortnite.gg/cosmetics?id=3912;4,610;0;830;144;112;40;134
3985;SIGN SPINNER;https://fortnite.gg/cosmetics?id=3985;6,558;0;2K;361;229;60;202
3965;SAD TROMBONE;https://fortnite.gg/cosmetics?id=3965;7,210;0;1.6K;234;168;53;178
3867;LAID BACK SHUFFLE;https://fortnite.gg/cosmetics?id=3867;5,409;0;2.3K;389;226;75;195
3729;CLUCK STRUT;https://fortnite.gg/cosmetics?id=3729;4,757;0;1K;153;132;59;170
4088;YAY!;https://fortnite.gg/cosmetics?id=4088;4,695;0;546;87;121;46;147
3770;FIERCE;https://fortnite.gg/cosmetics?id=3770;3,435;0;639;94;140;71;232
3693;BOOBYTRAPPED;https://fortnite.gg/cosmetics?id=3693;3,683;0;876;164;120;43;103
3971;SCENARIO;https://fortnite.gg/cosmetics?id=3971;29,718;0;40K;3.3K;1.4K;685;3K
3825;HOOP MASTER;https://fortnite.gg/cosmetics?id=3825;4,705;0;1.2K;204;142;43;139
3999;SNOOZEFEST;https://fortnite.gg/cosmetics?id=3999;4,052;0;376;88;113;40;105
3895;NANA NANA;https://fortnite.gg/cosmetics?id=3895;5,668;0;2.5K;337;229;67;216
3754;DRAGON STANCE;https://fortnite.gg/cosmetics?id=3754;4,213;0;434;85;117;49;88
3732;CONGA;https://fortnite.gg/cosmetics?id=3732;5,889;0;1.4K;223;150;47;171
3821;HELLO FRIEND;https://fortnite.gg/cosmetics?id=3821;6,075;0;984;174;132;41;100
3860;KEEP IT MELLO;https://fortnite.gg/cosmetics?id=3860;6,820;0;2.1K;290;837;275;1.8K
3785;FREE FLOW;https://fortnite.gg/cosmetics?id=3785;6,432;0;3.1K;436;301;122;277
3982;SHIMMER;https://fortnite.gg/cosmetics?id=3982;6,285;0;2K;274;167;85;214
3924;POINT IT OUT;https://fortnite.gg/cosmetics?id=3924;16,994;0;7.5K;874;506;182;644
3889;MIC DROP;https://fortnite.gg/cosmetics?id=3889;5,172;0;525;132;141;49;87
3796;GET FUNKY;https://fortnite.gg/cosmetics?id=3796;4,971;0;1K;164;147;50;178
3721;CAT FLIP;https://fortnite.gg/cosmetics?id=3721;5,024;0;592;117;137;58;139
4031;TAKE THE ELF;https://fortnite.gg/cosmetics?id=4031;14,081;0;7K;853;391;218;805
3808;GOLF CLAP;https://fortnite.gg/cosmetics?id=3808;5,034;0;367;85;144;46;81
3776;FLAMENCO;https://fortnite.gg/cosmetics?id=3776;5,613;0;1.7K;238;180;69;194
3993;SLITHERIN';https://fortnite.gg/cosmetics?id=3993;4,614;0;1.1K;162;148;75;128
3962;RUNNING MAN;https://fortnite.gg/cosmetics?id=3962;5,748;0;1.9K;279;214;79;185
3847;IT'S GO TIME!;https://fortnite.gg/cosmetics?id=3847;5,286;0;1.1K;166;231;105;296
3799;GLITTER-UP;https://fortnite.gg/cosmetics?id=3799;3,020;0;601;114;166;59;218
3948;REGAL WAVE;https://fortnite.gg/cosmetics?id=3948;4,844;0;341;108;156;42;92
3694;BOOGIE DOWN;https://fortnite.gg/cosmetics?id=3694;10,371;0;8.2K;1.1K;661;227;678
3699;BREAKDOWN;https://fortnite.gg/cosmetics?id=3699;7,170;0;3.3K;404;297;117;299
4089;YOU'RE AWESOME;https://fortnite.gg/cosmetics?id=4089;4,907;0;664;136;172;61;143
4022;SWIPE IT;https://fortnite.gg/cosmetics?id=4022;5,858;0;1.6K;244;194;76;180
3716;CALCULATED;https://fortnite.gg/cosmetics?id=3716;7,300;0;1.1K;235;189;60;164
3795;GENTLEMAN'S DAB;https://fortnite.gg/cosmetics?id=3795;5,616;0;555;132;151;46;114
3704;BRING IT;https://fortnite.gg/cosmetics?id=3704;3,399;23;2K;652;1.4K;450;1.5K
4054;TRUE HEART;https://fortnite.gg/cosmetics?id=4054;14,649;76;12.3K;2.1K;1.6K;615;2.2K
3841;INFINITE DAB;https://fortnite.gg/cosmetics?id=3841;7,108;57;5.2K;964;1.1K;395;1.3K
3960;ROCKET SPINNER;https://fortnite.gg/cosmetics?id=3960;3,923;22;1.4K;317;308;109;323
4004;SPARKLER;https://fortnite.gg/cosmetics?id=4004;2,702;21;637;204;357;113;297
3760;EAGLE;https://fortnite.gg/cosmetics?id=3760;7,188;46;6.2K;992;1.1K;522;1.7K
3928;POP LOCK;https://fortnite.gg/cosmetics?id=3928;6,144;37;3K;521;493;213;474
3945;RAWR;https://fortnite.gg/cosmetics?id=3945;4,483;24;2.2K;442;657;303;1.1K
4070;WATERWORKS;https://fortnite.gg/cosmetics?id=4070;13,786;67;5.4K;1.1K;798;234;590
3862;KICK UPS;https://fortnite.gg/cosmetics?id=3862;4,638;88;4.3K;1.1K;1.3K;516;3K
3947;RED CARD;https://fortnite.gg/cosmetics?id=3947;3,214;85;3K;833;1.6K;645;3.7K
3944;RAMBUNCTIOUS;https://fortnite.gg/cosmetics?id=3944;15,234;8;8.7K;817;585;210;826
3869;LAUGH IT UP;https://fortnite.gg/cosmetics?id=3869;40,352;40;21.8K;1.3K;987;596;5.4K
3671;BALLER;https://fortnite.gg/cosmetics?id=3671;5,212;23;1.7K;321;313;111;328
3749;DIP;https://fortnite.gg/cosmetics?id=3749;2,641;21;1.4K;399;1.2K;653;3.7K
4029;TAKE 14;https://fortnite.gg/cosmetics?id=4029;3,288;44;2.4K;953;2.2K;759;3.3K
3997;SNAP;https://fortnite.gg/cosmetics?id=3997;5,644;94;3.4K;624;719;238;923
4090;ZANY;https://fortnite.gg/cosmetics?id=4090;10,943;52;8.8K;1.4K;1.2K;450;1.6K
4012;STAR POWER;https://fortnite.gg/cosmetics?id=4012;11,941;56;5.6K;883;688;298;1.1K
3724;CHICKEN;https://fortnite.gg/cosmetics?id=3724;3,755;13;1.3K;260;405;194;723
3787;FREESTYLIN';https://fortnite.gg/cosmetics?id=3787;10,594;0;9K;917;650;254;803
3692;BONELESS;https://fortnite.gg/cosmetics?id=3692;6,805;44;4.3K;922;1.2K;463;1.3K
4044;THUMBS UP;https://fortnite.gg/cosmetics?id=4044;4,188;13;734;181;279;58;196
4043;THUMBS DOWN;https://fortnite.gg/cosmetics?id=4043;4,137;16;896;239;336;90;329
3810;GROOVE JAM;https://fortnite.gg/cosmetics?id=3810;8,541;0;5.1K;630;374;155;471
3929;POPCORN;https://fortnite.gg/cosmetics?id=3929;5,991;0;899;225;149;41;121
3904;ORANGE JUSTICE;https://fortnite.gg/cosmetics?id=3904;30,539;0;49.6K;3.3K;1.6K;697;3.3K
3836;HYPE;https://fortnite.gg/cosmetics?id=3836;16,396;0;10.6K;1.3K;783;249;828
3950;RESPECT;https://fortnite.gg/cosmetics?id=3950;4,325;0;439;109;172;54;124
4045;TIDY;https://fortnite.gg/cosmetics?id=4045;17,635;12;8.7K;953;660;229;704
4011;SQUAT KICK;https://fortnite.gg/cosmetics?id=4011;11,766;51;9.8K;1.5K;1.3K;545;1.7K
3728;CLICK!;https://fortnite.gg/cosmetics?id=3728;4,774;19;838;249;385;124;338
3731;CONFUSED;https://fortnite.gg/cosmetics?id=3731;5,954;13;1.1K;291;351;97;259
3957;ROCK OUT;https://fortnite.gg/cosmetics?id=3957;6,927;52;6.4K;1.7K;2K;749;2.7K
4081;WIGGLE;https://fortnite.gg/cosmetics?id=4081;12,351;67;5K;891;657;238;528
3958;ROCK PAPER SCISSORS;https://fortnite.gg/cosmetics?id=3958;6,188;56;3.7K;1K;1.3K;362;1.2K
3826;HOOTENANNY;https://fortnite.gg/cosmetics?id=3826;7,348;17;2.6K;338;383;167;591
3751;DISCO FEVER;https://fortnite.gg/cosmetics?id=3751;11,315;108;9.9K;1.7K;1.5K;615;1.9K
3856;JUBILATION;https://fortnite.gg/cosmetics?id=3856;8,971;71;7K;1.6K;1.8K;615;1.9K
3705;BRUSH YOUR SHOULDERS;https://fortnite.gg/cosmetics?id=3705;4,323;29;939;377;581;178;432
3701;BREAKING POINT;https://fortnite.gg/cosmetics?id=3701;4,573;41;2.2K;695;1.5K;450;2.1K
3959;ROCKET RODEO;https://fortnite.gg/cosmetics?id=3959;7,124;28;2.3K;463;451;142;374
4015;STEP IT UP;https://fortnite.gg/cosmetics?id=4015;5,350;23;1.5K;367;386;159;399
3884;MAKE IT RAIN;https://fortnite.gg/cosmetics?id=3884;8,715;49;5.4K;1.2K;1.1K;343;1K
3781;FLIPPIN' SEXY;https://fortnite.gg/cosmetics?id=3781;12,195;51;6.7K;1.1K;875;331;850
3946;REANIMATED;https://fortnite.gg/cosmetics?id=3946;10,958;57;7.2K;1.1K;921;364;1.1K
3700;BREAKIN';https://fortnite.gg/cosmetics?id=3700;9,309;111;9.2K;2.2K;2.3K;757;2.9K
4041;THE ROBOT;https://fortnite.gg/cosmetics?id=4041;9,557;0;4K;603;382;139;350
4032;TAKE THE L;https://fortnite.gg/cosmetics?id=4032;68,088;0;73K;5.2K;1.9K;1.1K;5.8K
3683;BEST MATES;https://fortnite.gg/cosmetics?id=3683;18,231;0;11.2K;1.6K;789;263;902
3966;SALUTE;https://fortnite.gg/cosmetics?id=3966;6,319;0;858;185;241;66;158
3764;FACE PALM;https://fortnite.gg/cosmetics?id=3764;7,812;60;4.3K;1.1K;1.3K;366;1.2K
3863;KISS KISS;https://fortnite.gg/cosmetics?id=3863;12,149;59;4.7K;1.4K;1.1K;568;1.9K
4055;TRUE LOVE;https://fortnite.gg/cosmetics?id=4055;12,914;56;5.7K;1.6K;1.2K;530;1.8K
3937;PURE SALT;https://fortnite.gg/cosmetics?id=3937;6,358;28;1.5K;341;480;157;446
3777;FLAPPER;https://fortnite.gg/cosmetics?id=3777;7,732;28;4K;776;968;428;1.2K
3813;GUN SHOW;https://fortnite.gg/cosmetics?id=3813;5,609;26;1.4K;379;485;161;438
3771;FINGER GUNS;https://fortnite.gg/cosmetics?id=3771;5,302;35;1.7K;510;811;282;712
3738;DAB;https://fortnite.gg/cosmetics?id=3738;12,433;51;8.6K;1.2K;1.5K;506;2.3K
3790;FRESH;https://fortnite.gg/cosmetics?id=3790;30,242;30;24.1K;2.2K;1.3K;522;1.6K
3994;SLOW CLAP;https://fortnite.gg/cosmetics?id=3994;11,371;74;8.8K;1.7K;1.8K;517;1.7K
3761;ELECTRO SHUFFLE;https://fortnite.gg/cosmetics?id=3761;15,084;86;10.6K;1.8K;1.5K;442;1.3K
4042;THE WORM;https://fortnite.gg/cosmetics?id=4042;14,594;0;7.5K;1K;640;211;626
3955;RIDE THE PONY;https://fortnite.gg/cosmetics?id=3955;18,773;0;7.7K;1.1K;682;295;637
3926;PONY UP;https://fortnite.gg/cosmetics?id=3926;6,296;0;2.7K;328;206;73;284
3782;FLOSS;https://fortnite.gg/cosmetics?id=3782;37,120;0;35.6K;3.3K;1.6K;623;2.5K
4071;WAVE;https://fortnite.gg/cosmetics?id=4071;8,672;0;2.1K;339;419;121;287
3740;DANCE MOVES;https://fortnite.gg/cosmetics?id=3740;8,021;0;17K;876;751;398;2.1K
