,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_r2,split1_test_r2,split2_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae
33,13.384101947148642,0.7490340953462872,0.29004494349161786,0.03550064024199969,1.0,0.01,3,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-2.440377138626213,-2.4307060571206143,-2.426640158461981,-2.4325744514029357,0.005761616029309058,57,0.8230835152744029,0.8237801694502749,0.8247909028019671,0.8238848625088817,0.0007009581631408755,57,-1.7222894048673083,-1.7223596169478017,-1.720070976853288,-1.7215733328894658,0.0010627127798366245,59
34,23.72598171234131,0.4968942465919379,0.3101198673248291,0.016030354751004405,1.0,0.01,3,1,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-1.2603752340026746,-1.2473227829350577,-1.2416121523624948,-1.249770056433409,0.007853032061601544,41,0.9528095490588161,0.9535968350444233,0.9541311554610536,0.9535125131880977,0.0005428280895455257,41,-0.7369832121703729,-0.7358389163911543,-0.7322781474819627,-0.7350334253478299,0.002003500319638571,41
35,22.447686274846394,0.0976534503439325,0.38765907287597656,0.08862588112157516,1.0,0.01,3,1,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-1.2602117335635714,-1.2472536432605377,-1.2419075588265076,-1.2497909785502055,0.00768501815137248,43,0.9528217916970251,0.9536019791993234,0.954109326478369,0.9535110324582391,0.0005295532302976198,43,-0.7370425130391566,-0.7358730710944323,-0.7322876001311271,-0.7350677280882388,0.00202298990093953,43
36,11.600342671076456,0.9098511302244353,0.14992101987202963,0.0137084471248561,1.0,0.01,3,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-2.4409047671990933,-2.430636462909988,-2.4266332342368373,-2.432724821448639,0.006010551517271348,59,0.8230070055563232,0.8237902601022504,0.8247919026910533,0.8238630561165423,0.0007304970409086725,59,-1.7225280379026275,-1.7219803821758803,-1.7193215115973335,-1.7212766438919471,0.001400449550642136,57
37,10.516422748565674,0.4419417719989854,0.15657933553059897,0.01943741559740155,1.0,0.01,3,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.440377138626213,-2.4307060571206143,-2.426640158461981,-2.4325744514029357,0.005761616029309058,57,0.8230835152744029,0.8237801694502749,0.8247909028019671,0.8238848625088817,0.0007009581631408755,57,-1.7222894048673083,-1.7223596169478017,-1.720070976853288,-1.7215733328894658,0.0010627127798366245,59
38,21.639284372329712,0.1591696781595809,0.3708499272664388,0.002840598005154905,1.0,0.01,3,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.2603752340026746,-1.2473227829350577,-1.2416121523624948,-1.249770056433409,0.007853032061601544,41,0.9528095490588161,0.9535968350444233,0.9541311554610536,0.9535125131880977,0.0005428280895455257,41,-0.7369832121703729,-0.7358389163911543,-0.7322781474819627,-0.7350334253478299,0.002003500319638571,41
39,20.72934873898824,0.6820867808867223,0.3783568541208903,0.021406672779893835,1.0,0.01,3,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-1.2602117335635714,-1.2472536432605377,-1.2419075588265076,-1.2497909785502055,0.00768501815137248,43,0.9528217916970251,0.9536019791993234,0.954109326478369,0.9535110324582391,0.0005295532302976198,43,-0.7370425130391566,-0.7358730710944323,-0.7322876001311271,-0.7350677280882388,0.00202298990093953,43
40,12.171523729960123,0.4747262667398486,0.42839638392130536,0.055658657647888424,1.0,0.01,5,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-2.2928511894133674,-2.281308416223,-2.2815130992934285,-2.285224234976599,0.0053937185240635534,51,0.8438269313432104,0.8447763475645769,0.8451212538223405,0.8445748442433759,0.0005472783334140074,51,-1.6357757036881144,-1.6343144453703218,-1.6344727909179777,-1.6348543133254714,0.0006547205400750932,51
41,12.099869092305502,0.19277826617369867,0.4168992837270101,0.027713597395474632,1.0,0.01,5,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-2.292635126795671,-2.2809661352513464,-2.2814663944453,-2.2850225521641057,0.005386776042999302,49,0.8438563633205851,0.8448229226935313,0.8451275948021766,0.844602293605431,0.0005419195917195926,49,-1.635716299134678,-1.6340992412315027,-1.634365096261268,-1.6347268788758162,0.0007079943788371639,49
42,24.7635338306427,0.5204990000332572,0.8333610693613688,0.08230381285728132,1.0,0.01,5,1,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 0.8}",-1.1343082078363274,-1.120058502221575,-1.1211328376655543,-1.1251665159078188,0.006479014721821283,35,0.961777723046556,0.9625827981301124,0.9626009959304057,0.9623205057023579,0.0003838771926571774,35,-0.666819556802038,-0.6654647537857529,-0.6639981514764006,-0.6654274873547305,0.0011521352909690651,35
43,23.870049397150677,0.7680615977953867,0.6896022160847982,0.11368302429257278,1.0,0.01,5,1,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 1, 'n_estimators': 200, 'subsample': 1.0}",-1.1343389806900246,-1.1199730245776944,-1.1211028232060953,-1.1251382761579383,0.00652220996034583,34,0.9617756491402167,0.9625885089250559,0.9626029983619251,0.9623223854757326,0.00038664622190934435,34,-0.6665803005741724,-0.6651450003292161,-0.6638223942788567,-0.6651825650607485,0.0011262238129332326,34
44,11.682889302571615,1.002344667716573,0.45516538619995117,0.045381333595115744,1.0,0.01,5,3,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 0.8}",-2.292854057729737,-2.281308416223,-2.2815130992934285,-2.2852251910820556,0.005395070499132503,52,0.8438265406034611,0.8447763475645769,0.8451212538223405,0.8445747139967928,0.0005474563310001823,52,-1.6357785613317946,-1.6343144453703218,-1.6344727909179777,-1.6348552658733648,0.0006560610773312405,52
45,12.163848559061686,0.42781151479767154,0.4269876480102539,0.08668793494362309,1.0,0.01,5,3,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 100, 'subsample': 1.0}",-2.292635126795671,-2.2809661352513464,-2.2814663944453,-2.2850225521641057,0.005386776042999302,49,0.8438563633205851,0.8448229226935313,0.8451275948021766,0.844602293605431,0.0005419195917195926,49,-1.635716299134678,-1.6340992412315027,-1.634365096261268,-1.6347268788758162,0.0007079943788371639,49
46,25.103830973307293,0.9681034531311509,0.7478680610656738,0.054610681313957826,1.0,0.01,5,3,200,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 0.8}",-1.1342976205660014,-1.1201286224867626,-1.1211547149676249,-1.125193652673463,0.0064510924132324746,36,0.9617784365522632,0.9625781130422535,0.9625995363401331,0.9623186953115499,0.0003821207354249016,36,-0.6668505579360565,-0.6654695344803233,-0.6640081674906825,-0.665442753302354,0.0011605555521985945,36
47,24.91812864939372,0.8876845299106773,0.7127494017283121,0.04833466242305429,1.0,0.01,5,3,200,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 5, 'min_child_weight': 3, 'n_estimators': 200, 'subsample': 1.0}",-1.134166746528546,-1.1199730245776944,-1.1211537368939437,-1.1250978360000614,0.006430778803207845,33,0.9617872559690738,0.9625885089250559,0.9625996015949864,0.9623251221630387,0.000380355792900332,33,-0.6665704225566726,-0.6651450003292161,-0.6637868658108513,-0.66516742956558,0.0011364929512275143,33
48,12.079940954844156,0.49035937312738065,0.1989880402882894,0.051161845012602666,1.0,0.1,3,1,100,0.8,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 0.8}",-0.7956318850829018,-0.775987739117871,-0.7784381823101789,-0.7833526021703173,0.008740204406272998,27,0.9811947650340096,0.9820402779350903,0.981970065430426,0.9817350361331753,0.00038310320141191686,27,-0.2943989270671156,-0.29316246931349665,-0.29056062270890903,-0.29270733969650714,0.0015996879513940038,27
49,11.235578695933023,0.28529009967144875,0.231870969136556,0.02431972215261045,1.0,0.1,3,1,100,1.0,"{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 100, 'subsample': 1.0}",-0.7949130026958526,-0.7758638330643287,-0.7786308048094589,-0.7831358801898801,0.008403947249164172,26,0.9812287321112778,0.982046012924208,0.9819611414058178,0.9817452954804345,0.0003669051461657625,26,-0.2942688442429144,-0.29298514779316304,-0.2906747066239178,-0.2926428995533317,0.0014871240027476533,26
