,run_name,test_rmse,test_r2,test_mae,train_test_diff,execution_time
0,xgboost_detailed,0.7433325463311985,0.9835678898158587,0.2762947010909045,0.004426169809484071,289.9114067554474
1,random_forest_detailed,0.7434276886686397,0.9835636831134018,0.26992270306568705,0.03377448509929537,1023.9164929389954
2,refined_model_detailed,0.7524545451373854,0.9831621133704749,0.2680349994041077,0.054483498351615145,810.2551860809326
3,linear_regression_detailed,0.8362994414955992,0.9792006072895612,0.3403519962107432,0.04555109951919356,2.566338062286377
4,data_preparation_and_eda,,,,0.0,
